Reference area,MEASURE,TIME_PERIOD,OBS_VALUE
Finland,LCEMP,2021-Q1,106.7053
Finland,LCEMP,2021-Q2,107.1704
Finland,LCEMP,2021-Q3,108.2834
Finland,LCEMP,2021-Q4,108.5383
Finland,LCEMP,2022-Q1,109.495
Finland,LCEMP,2022-Q2,109.704
Finland,LCEMP,2022-Q3,111.6723
Finland,LCEMP,2022-Q4,112.3875
Finland,LCEMP,2023-Q1,114.1101
Finland,LCEMP,2023-Q2,115.4747
Finland,LCEMP,2023-Q3,116.3039
Switzerland,ULCE,1995-Q1,95.66386
Switzerland,ULCE,1995-Q2,80.90831
Switzerland,ULCE,1995-Q3,87.49685
Switzerland,ULCE,1995-Q4,102.0813
Switzerland,ULCE,1996-Q1,97.26236
Switzerland,ULCE,1996-Q2,81.34045
Switzerland,ULCE,1996-Q3,85.90858
Switzerland,ULCE,1996-Q4,102.7086
Switzerland,ULCE,1997-Q1,99.55175
Switzerland,ULCE,1997-Q2,81.39919
Switzerland,ULCE,1997-Q3,86.70886
Switzerland,ULCE,1997-Q4,98.45634
Switzerland,ULCE,1998-Q1,96.23637
Switzerland,ULCE,1998-Q2,80.615
Switzerland,ULCE,1998-Q3,86.25307
Switzerland,ULCE,1998-Q4,98.90505
Switzerland,ULCE,1999-Q1,94.49622
Switzerland,ULCE,1999-Q2,83.05924
Switzerland,ULCE,1999-Q3,88.16947
Switzerland,ULCE,1999-Q4,96.52135
Switzerland,ULCE,2000-Q1,93.00391
Switzerland,ULCE,2000-Q2,80.2852
Switzerland,ULCE,2000-Q3,90.12711
Switzerland,ULCE,2000-Q4,96.05164
Switzerland,ULCE,2001-Q1,94.06068
Switzerland,ULCE,2001-Q2,83.89916
Switzerland,ULCE,2001-Q3,94.76297
Switzerland,ULCE,2001-Q4,100.4119
Switzerland,ULCE,2002-Q1,96.78971
Switzerland,ULCE,2002-Q2,92.64777
Switzerland,ULCE,2002-Q3,89.34048
Switzerland,ULCE,2002-Q4,102.7039
Switzerland,ULCE,2003-Q1,97.08125
Switzerland,ULCE,2003-Q2,92.14559
Switzerland,ULCE,2003-Q3,89.20568
Switzerland,ULCE,2003-Q4,101.8647
Switzerland,ULCE,2004-Q1,94.26607
Switzerland,ULCE,2004-Q2,88.18835
Switzerland,ULCE,2004-Q3,88.04137
Switzerland,ULCE,2004-Q4,101.5051
Switzerland,ULCE,2005-Q1,96.59259
Switzerland,ULCE,2005-Q2,89.88586
Switzerland,ULCE,2005-Q3,86.70659
Switzerland,ULCE,2005-Q4,98.54013
Switzerland,ULCE,2006-Q1,97.10837
Switzerland,ULCE,2006-Q2,88.67355
Switzerland,ULCE,2006-Q3,87.05767
Switzerland,ULCE,2006-Q4,98.82924
Switzerland,ULCE,2007-Q1,99.03596
Switzerland,ULCE,2007-Q2,91.58935
Switzerland,ULCE,2007-Q3,87.87219
Switzerland,ULCE,2007-Q4,99.61869
Switzerland,ULCE,2008-Q1,101.2237
Switzerland,ULCE,2008-Q2,91.7386
Switzerland,ULCE,2008-Q3,86.5901
Switzerland,ULCE,2008-Q4,105.3898
Switzerland,ULCE,2009-Q1,104.6344
Switzerland,ULCE,2009-Q2,98.33151
Switzerland,ULCE,2009-Q3,92.03189
Switzerland,ULCE,2009-Q4,105.4486
Switzerland,ULCE,2010-Q1,100.7507
Switzerland,ULCE,2010-Q2,95.34331
Switzerland,ULCE,2010-Q3,93.56525
Switzerland,ULCE,2010-Q4,102.3834
Switzerland,ULCE,2011-Q1,100.9623
Switzerland,ULCE,2011-Q2,98.48838
Switzerland,ULCE,2011-Q3,94.24043
Switzerland,ULCE,2011-Q4,104.7424
Switzerland,ULCE,2012-Q1,103.9752
Switzerland,ULCE,2012-Q2,99.64676
Switzerland,ULCE,2012-Q3,94.80784
Switzerland,ULCE,2012-Q4,104.6991
Switzerland,ULCE,2013-Q1,105.1545
Switzerland,ULCE,2013-Q2,99.00766
Switzerland,ULCE,2013-Q3,95.26404
Switzerland,ULCE,2013-Q4,106.2583
Switzerland,ULCE,2014-Q1,104.943
Switzerland,ULCE,2014-Q2,98.03587
Switzerland,ULCE,2014-Q3,94.45309
Switzerland,ULCE,2014-Q4,104.3002
Switzerland,ULCE,2015-Q1,104.4016
Switzerland,ULCE,2015-Q2,98.25481
Switzerland,ULCE,2015-Q3,94.91175
Switzerland,ULCE,2015-Q4,102.4319
Switzerland,ULCE,2016-Q1,102.8295
Switzerland,ULCE,2016-Q2,97.17487
Switzerland,ULCE,2016-Q3,94.51952
Switzerland,ULCE,2016-Q4,101.5628
Switzerland,ULCE,2017-Q1,101.1248
Switzerland,ULCE,2017-Q2,97.40503
Switzerland,ULCE,2017-Q3,94.64872
Switzerland,ULCE,2017-Q4,102.5247
Switzerland,ULCE,2018-Q1,102.1174
Switzerland,ULCE,2018-Q2,95.30983
Switzerland,ULCE,2018-Q3,93.12926
Switzerland,ULCE,2018-Q4,102.3663
Switzerland,ULCE,2019-Q1,102.99
Switzerland,ULCE,2019-Q2,96.90025
Switzerland,ULCE,2019-Q3,93.79144
Switzerland,ULCE,2019-Q4,104.2109
Switzerland,ULCE,2020-Q1,103.8988
Switzerland,ULCE,2020-Q2,98.15157
Switzerland,ULCE,2020-Q3,95.38579
Switzerland,ULCE,2020-Q4,103.2701
Switzerland,ULCE,2021-Q1,103.1879
Switzerland,ULCE,2021-Q2,95.74417
Switzerland,ULCE,2021-Q3,94.16473
Switzerland,ULCE,2021-Q4,105.2195
Switzerland,ULCE,2022-Q1,105.3794
Switzerland,ULCE,2022-Q2,98.63047
Switzerland,ULCE,2022-Q3,96.39824
Switzerland,ULCE,2022-Q4,109.3073
Switzerland,ULCE,2023-Q1,106.9225
Switzerland,ULCE,2023-Q2,102.1903
Switzerland,ULCE,2023-Q3,99.69189
Switzerland,ULCE,2023-Q4,110.3754
Canada,ULCE,1981-Q1,39.39913
Canada,ULCE,1981-Q2,40.5845
Canada,ULCE,1981-Q3,42.17253
Canada,ULCE,1981-Q4,43.60215
Canada,ULCE,1982-Q1,45.09287
Canada,ULCE,1982-Q2,46.09669
Canada,ULCE,1982-Q3,46.29891
Canada,ULCE,1982-Q4,47.31484
Canada,ULCE,1983-Q1,46.89823
Canada,ULCE,1983-Q2,47.36635
Canada,ULCE,1983-Q3,47.73596
Canada,ULCE,1983-Q4,47.83329
Canada,ULCE,1984-Q1,47.6849
Canada,ULCE,1984-Q2,47.76969
Canada,ULCE,1984-Q3,48.5115
Canada,ULCE,1984-Q4,48.84808
Canada,ULCE,1985-Q1,49.20862
Canada,ULCE,1985-Q2,49.8524
Canada,ULCE,1985-Q3,50.15363
Canada,ULCE,1985-Q4,50.19463
Canada,ULCE,1986-Q1,50.7839
Canada,ULCE,1986-Q2,51.20505
Canada,ULCE,1986-Q3,51.77903
Canada,ULCE,1986-Q4,53.30109
Canada,ULCE,1987-Q1,53.32351
Canada,ULCE,1987-Q2,53.92986
Canada,ULCE,1987-Q3,54.10681
Canada,ULCE,1987-Q4,54.8229
Canada,ULCE,1988-Q1,55.63765
Canada,ULCE,1988-Q2,56.37034
Canada,ULCE,1988-Q3,57.44429
Canada,ULCE,1988-Q4,58.18143
Canada,ULCE,1989-Q1,58.7116
Canada,ULCE,1989-Q2,59.65281
Canada,ULCE,1989-Q3,60.07476
Canada,ULCE,1989-Q4,61.16555
Canada,ULCE,1990-Q1,61.49733
Canada,ULCE,1990-Q2,62.72005
Canada,ULCE,1990-Q3,63.71095
Canada,ULCE,1990-Q4,64.83367
Canada,ULCE,1991-Q1,66.20477
Canada,ULCE,1991-Q2,66.62759
Canada,ULCE,1991-Q3,67.1819
Canada,ULCE,1991-Q4,67.70167
Canada,ULCE,1992-Q1,67.91979
Canada,ULCE,1992-Q2,68.36988
Canada,ULCE,1992-Q3,68.37714
Canada,ULCE,1992-Q4,68.3378
Canada,ULCE,1993-Q1,68.50938
Canada,ULCE,1993-Q2,68.25243
Canada,ULCE,1993-Q3,67.99193
Canada,ULCE,1993-Q4,67.70135
Canada,ULCE,1994-Q1,66.94981
Canada,ULCE,1994-Q2,67.03375
Canada,ULCE,1994-Q3,66.72834
Canada,ULCE,1994-Q4,66.66541
Canada,ULCE,1995-Q1,66.67464
Canada,ULCE,1995-Q2,67.0956
Canada,ULCE,1995-Q3,67.74826
Canada,ULCE,1995-Q4,67.93245
Canada,ULCE,1996-Q1,68.02476
Canada,ULCE,1996-Q2,67.93674
Canada,ULCE,1996-Q3,68.29196
Canada,ULCE,1996-Q4,69.14512
Canada,ULCE,1997-Q1,69.13516
Canada,ULCE,1997-Q2,69.85603
Canada,ULCE,1997-Q3,70.78221
Canada,ULCE,1997-Q4,70.32078
Canada,ULCE,1998-Q1,70.27877
Canada,ULCE,1998-Q2,71.25076
Canada,ULCE,1998-Q3,71.41628
Canada,ULCE,1998-Q4,71.51685
Canada,ULCE,1999-Q1,70.64442
Canada,ULCE,1999-Q2,71.28191
Canada,ULCE,1999-Q3,71.06587
Canada,ULCE,1999-Q4,71.43308
Canada,ULCE,2000-Q1,72.15778
Canada,ULCE,2000-Q2,72.94407
Canada,ULCE,2000-Q3,73.02411
Canada,ULCE,2000-Q4,73.44711
Canada,ULCE,2001-Q1,73.61065
Canada,ULCE,2001-Q2,73.65857
Canada,ULCE,2001-Q3,73.89274
Canada,ULCE,2001-Q4,73.87763
Canada,ULCE,2002-Q1,73.59245
Canada,ULCE,2002-Q2,74.04977
Canada,ULCE,2002-Q3,74.3858
Canada,ULCE,2002-Q4,75.32869
Canada,ULCE,2003-Q1,75.44511
Canada,ULCE,2003-Q2,75.74813
Canada,ULCE,2003-Q3,76.37926
Canada,ULCE,2003-Q4,77.00761
Canada,ULCE,2004-Q1,77.60764
Canada,ULCE,2004-Q2,78.12049
Canada,ULCE,2004-Q3,78.30031
Canada,ULCE,2004-Q4,78.38126
Canada,ULCE,2005-Q1,79.12401
Canada,ULCE,2005-Q2,79.92134
Canada,ULCE,2005-Q3,80.33031
Canada,ULCE,2005-Q4,80.91284
Canada,ULCE,2006-Q1,81.41163
Canada,ULCE,2006-Q2,82.41133
Canada,ULCE,2006-Q3,83.21111
Canada,ULCE,2006-Q4,84.08419
Canada,ULCE,2007-Q1,85.31568
Canada,ULCE,2007-Q2,86.07095
Canada,ULCE,2007-Q3,86.2283
Canada,ULCE,2007-Q4,87.1059
Canada,ULCE,2008-Q1,88.50452
Canada,ULCE,2008-Q2,89.28643
Canada,ULCE,2008-Q3,89.06613
Canada,ULCE,2008-Q4,90.15913
Canada,ULCE,2009-Q1,91.32653
Canada,ULCE,2009-Q2,91.95028
Canada,ULCE,2009-Q3,91.80543
Canada,ULCE,2009-Q4,91.48741
Canada,ULCE,2010-Q1,90.66329
Canada,ULCE,2010-Q2,91.02969
Canada,ULCE,2010-Q3,91.6316
Canada,ULCE,2010-Q4,91.78333
Canada,ULCE,2011-Q1,92.89745
Canada,ULCE,2011-Q2,93.31804
Canada,ULCE,2011-Q3,92.84586
Canada,ULCE,2011-Q4,93.28947
Canada,ULCE,2012-Q1,94.21429
Canada,ULCE,2012-Q2,95.04417
Canada,ULCE,2012-Q3,96.07973
Canada,ULCE,2012-Q4,96.64675
Canada,ULCE,2013-Q1,97.06937
Canada,ULCE,2013-Q2,97.18675
Canada,ULCE,2013-Q3,97.20473
Canada,ULCE,2013-Q4,97.13915
Canada,ULCE,2014-Q1,97.71761
Canada,ULCE,2014-Q2,97.89418
Canada,ULCE,2014-Q3,98.01575
Canada,ULCE,2014-Q4,97.85058
Canada,ULCE,2015-Q1,99.54844
Canada,ULCE,2015-Q2,100.3086
Canada,ULCE,2015-Q3,99.99799
Canada,ULCE,2015-Q4,100.145
Canada,ULCE,2016-Q1,98.68096
Canada,ULCE,2016-Q2,99.38625
Canada,ULCE,2016-Q3,98.66379
Canada,ULCE,2016-Q4,98.77484
Canada,ULCE,2017-Q1,98.50359
Canada,ULCE,2017-Q2,98.66571
Canada,ULCE,2017-Q3,100.7037
Canada,ULCE,2017-Q4,101.8519
Canada,ULCE,2018-Q1,102.4062
Canada,ULCE,2018-Q2,102.3073
Canada,ULCE,2018-Q3,102.5485
Canada,ULCE,2018-Q4,103.4759
Canada,ULCE,2019-Q1,103.7198
Canada,ULCE,2019-Q2,103.9146
Canada,ULCE,2019-Q3,105.0483
Canada,ULCE,2019-Q4,106.1632
Canada,ULCE,2020-Q1,107.2488
Canada,ULCE,2020-Q2,112.2816
Canada,ULCE,2020-Q3,109.0985
Canada,ULCE,2020-Q4,109.5253
Canada,ULCE,2021-Q1,110.2496
Canada,ULCE,2021-Q2,112.0053
Canada,ULCE,2021-Q3,112.9126
Canada,ULCE,2021-Q4,113.1989
Canada,ULCE,2022-Q1,115.8079
Canada,ULCE,2022-Q2,116.6668
Canada,ULCE,2022-Q3,117.305
Canada,ULCE,2022-Q4,118.8378
Canada,ULCE,2023-Q1,120.2812
Canada,ULCE,2023-Q2,122.5467
Canada,ULCE,2023-Q3,124.334
Canada,ULCE,2023-Q4,124.9867
Switzerland,GDPEMP,1995-Q1,83.66953
Switzerland,GDPEMP,1995-Q2,85.37656
Switzerland,GDPEMP,1995-Q3,85.34389
Switzerland,GDPEMP,1995-Q4,87.10693
Switzerland,GDPEMP,1996-Q1,84.93669
Switzerland,GDPEMP,1996-Q2,85.87347
Switzerland,GDPEMP,1996-Q3,85.24729
Switzerland,GDPEMP,1996-Q4,88.01207
Switzerland,GDPEMP,1997-Q1,85.75252
Switzerland,GDPEMP,1997-Q2,88.04087
Switzerland,GDPEMP,1997-Q3,87.87006
Switzerland,GDPEMP,1997-Q4,90.67377
Switzerland,GDPEMP,1998-Q1,87.89758
Switzerland,GDPEMP,1998-Q2,89.91164
Switzerland,GDPEMP,1998-Q3,89.06174
Switzerland,GDPEMP,1998-Q4,91.39268
Switzerland,GDPEMP,1999-Q1,88.20669
Switzerland,GDPEMP,1999-Q2,89.78265
Switzerland,GDPEMP,1999-Q3,89.38858
Switzerland,GDPEMP,1999-Q4,93.89186
Switzerland,GDPEMP,2000-Q1,91.16095
Switzerland,GDPEMP,2000-Q2,92.50106
Switzerland,GDPEMP,2000-Q3,92.52579
Switzerland,GDPEMP,2000-Q4,95.75278
Switzerland,GDPEMP,2001-Q1,91.81008
Switzerland,GDPEMP,2001-Q2,93.26253
Switzerland,GDPEMP,2001-Q3,92.32542
Switzerland,GDPEMP,2001-Q4,94.23509
Switzerland,GDPEMP,2002-Q1,90.70908
Switzerland,GDPEMP,2002-Q2,92.67729
Switzerland,GDPEMP,2002-Q3,91.79562
Switzerland,GDPEMP,2002-Q4,93.54937
Switzerland,GDPEMP,2003-Q1,90.34483
Switzerland,GDPEMP,2003-Q2,91.77594
Switzerland,GDPEMP,2003-Q3,92.33559
Switzerland,GDPEMP,2003-Q4,95.47298
Switzerland,GDPEMP,2004-Q1,92.85673
Switzerland,GDPEMP,2004-Q2,94.98889
Switzerland,GDPEMP,2004-Q3,94.46671
Switzerland,GDPEMP,2004-Q4,96.56409
Switzerland,GDPEMP,2005-Q1,93.97128
Switzerland,GDPEMP,2005-Q2,96.89195
Switzerland,GDPEMP,2005-Q3,96.50529
Switzerland,GDPEMP,2005-Q4,99.07148
Switzerland,GDPEMP,2006-Q1,96.8325
Switzerland,GDPEMP,2006-Q2,98.58496
Switzerland,GDPEMP,2006-Q3,97.97132
Switzerland,GDPEMP,2006-Q4,100.2199
Switzerland,GDPEMP,2007-Q1,97.3864
Switzerland,GDPEMP,2007-Q2,100.0449
Switzerland,GDPEMP,2007-Q3,99.62611
Switzerland,GDPEMP,2007-Q4,101.6637
Switzerland,GDPEMP,2008-Q1,98.58814
Switzerland,GDPEMP,2008-Q2,101.6429
Switzerland,GDPEMP,2008-Q3,100.9536
Switzerland,GDPEMP,2008-Q4,99.18908
Switzerland,GDPEMP,2009-Q1,94.1249
Switzerland,GDPEMP,2009-Q2,96.56284
Switzerland,GDPEMP,2009-Q3,98.0612
Switzerland,GDPEMP,2009-Q4,100.6185
Switzerland,GDPEMP,2010-Q1,98.77631
Switzerland,GDPEMP,2010-Q2,100.0513
Switzerland,GDPEMP,2010-Q3,99.87295
Switzerland,GDPEMP,2010-Q4,102.1218
Switzerland,GDPEMP,2011-Q1,98.72491
Switzerland,GDPEMP,2011-Q2,99.98653
Switzerland,GDPEMP,2011-Q3,98.97236
Switzerland,GDPEMP,2011-Q4,100.1392
Switzerland,GDPEMP,2012-Q1,97.67151
Switzerland,GDPEMP,2012-Q2,98.94106
Switzerland,GDPEMP,2012-Q3,98.28833
Switzerland,GDPEMP,2012-Q4,100.568
Switzerland,GDPEMP,2013-Q1,97.71743
Switzerland,GDPEMP,2013-Q2,99.90691
Switzerland,GDPEMP,2013-Q3,99.43838
Switzerland,GDPEMP,2013-Q4,100.6664
Switzerland,GDPEMP,2014-Q1,98.69289
Switzerland,GDPEMP,2014-Q2,99.9347
Switzerland,GDPEMP,2014-Q3,99.87542
Switzerland,GDPEMP,2014-Q4,101.04
Switzerland,GDPEMP,2015-Q1,97.87249
Switzerland,GDPEMP,2015-Q2,100.0441
Switzerland,GDPEMP,2015-Q3,100.3238
Switzerland,GDPEMP,2015-Q4,101.7596
Switzerland,GDPEMP,2016-Q1,98.72367
Switzerland,GDPEMP,2016-Q2,101.1876
Switzerland,GDPEMP,2016-Q3,100.7543
Switzerland,GDPEMP,2016-Q4,102.0167
Switzerland,GDPEMP,2017-Q1,100.0178
Switzerland,GDPEMP,2017-Q2,100.7884
Switzerland,GDPEMP,2017-Q3,100.6722
Switzerland,GDPEMP,2017-Q4,103.004
Switzerland,GDPEMP,2018-Q1,101.6565
Switzerland,GDPEMP,2018-Q2,103.9624
Switzerland,GDPEMP,2018-Q3,102.0425
Switzerland,GDPEMP,2018-Q4,104.1292
Switzerland,GDPEMP,2019-Q1,101.8005
Switzerland,GDPEMP,2019-Q2,103.2088
Switzerland,GDPEMP,2019-Q3,103.356
Switzerland,GDPEMP,2019-Q4,105.0807
Switzerland,GDPEMP,2020-Q1,101.095
Switzerland,GDPEMP,2020-Q2,97.86615
Switzerland,GDPEMP,2020-Q3,103.1528
Switzerland,GDPEMP,2020-Q4,104.4701
Switzerland,GDPEMP,2021-Q1,103.3479
Switzerland,GDPEMP,2021-Q2,107.164
Switzerland,GDPEMP,2021-Q3,107.4034
Switzerland,GDPEMP,2021-Q4,108.1323
Switzerland,GDPEMP,2022-Q1,106.4585
Switzerland,GDPEMP,2022-Q2,108.5441
Switzerland,GDPEMP,2022-Q3,107.2694
Switzerland,GDPEMP,2022-Q4,108.3884
Switzerland,GDPEMP,2023-Q1,105.9527
Switzerland,GDPEMP,2023-Q2,105.9741
Switzerland,GDPEMP,2023-Q3,105.3748
Switzerland,GDPEMP,2023-Q4,106.6357
Canada,GDPEMP,1961-Q1,53.09821
Canada,GDPEMP,1961-Q2,53.80417
Canada,GDPEMP,1961-Q3,54.80254
Canada,GDPEMP,1961-Q4,54.96769
Canada,GDPEMP,1962-Q1,56.10182
Canada,GDPEMP,1962-Q2,55.96827
Canada,GDPEMP,1962-Q3,56.59839
Canada,GDPEMP,1962-Q4,57.74125
Canada,GDPEMP,1963-Q1,57.91489
Canada,GDPEMP,1963-Q2,58.25064
Canada,GDPEMP,1963-Q3,57.80082
Canada,GDPEMP,1963-Q4,58.85393
Canada,GDPEMP,1964-Q1,59.77116
Canada,GDPEMP,1964-Q2,59.77272
Canada,GDPEMP,1964-Q3,60.07667
Canada,GDPEMP,1964-Q4,59.8728
Canada,GDPEMP,1965-Q1,60.83186
Canada,GDPEMP,1965-Q2,60.97506
Canada,GDPEMP,1965-Q3,61.32875
Canada,GDPEMP,1965-Q4,62.09185
Canada,GDPEMP,1966-Q1,61.55553
Canada,GDPEMP,1966-Q2,62.55233
Canada,GDPEMP,1966-Q3,61.88052
Canada,GDPEMP,1966-Q4,62.08965
Canada,GDPEMP,1967-Q1,61.41137
Canada,GDPEMP,1967-Q2,62.58365
Canada,GDPEMP,1967-Q3,62.09152
Canada,GDPEMP,1967-Q4,62.44531
Canada,GDPEMP,1968-Q1,63.06184
Canada,GDPEMP,1968-Q2,64.24732
Canada,GDPEMP,1968-Q3,64.36222
Canada,GDPEMP,1968-Q4,64.41463
Canada,GDPEMP,1969-Q1,64.55848
Canada,GDPEMP,1969-Q2,64.52966
Canada,GDPEMP,1969-Q3,65.49299
Canada,GDPEMP,1969-Q4,66.22938
Canada,GDPEMP,1970-Q1,66.49736
Canada,GDPEMP,1970-Q2,66.03807
Canada,GDPEMP,1970-Q3,66.5813
Canada,GDPEMP,1970-Q4,66.35067
Canada,GDPEMP,1971-Q1,65.71803
Canada,GDPEMP,1971-Q2,67.50201
Canada,GDPEMP,1971-Q3,68.32575
Canada,GDPEMP,1971-Q4,68.33706
Canada,GDPEMP,1972-Q1,67.74917
Canada,GDPEMP,1972-Q2,69.47674
Canada,GDPEMP,1972-Q3,69.11938
Canada,GDPEMP,1972-Q4,70.2337
Canada,GDPEMP,1973-Q1,70.50549
Canada,GDPEMP,1973-Q2,69.85859
Canada,GDPEMP,1973-Q3,70.29556
Canada,GDPEMP,1973-Q4,70.54788
Canada,GDPEMP,1974-Q1,70.11179
Canada,GDPEMP,1974-Q2,70.34219
Canada,GDPEMP,1974-Q3,69.68563
Canada,GDPEMP,1974-Q4,68.8843
Canada,GDPEMP,1975-Q1,69.0277
Canada,GDPEMP,1975-Q2,69.20045
Canada,GDPEMP,1975-Q3,70.19932
Canada,GDPEMP,1975-Q4,70.09921
Canada,GDPEMP,1976-Q1,69.47707
Canada,GDPEMP,1976-Q2,70.46053
Canada,GDPEMP,1976-Q3,70.49
Canada,GDPEMP,1976-Q4,70.27116
Canada,GDPEMP,1977-Q1,71.02348
Canada,GDPEMP,1977-Q2,71.14012
Canada,GDPEMP,1977-Q3,71.3817
Canada,GDPEMP,1977-Q4,72.13575
Canada,GDPEMP,1978-Q1,72.17984
Canada,GDPEMP,1978-Q2,71.95071
Canada,GDPEMP,1978-Q3,71.7626
Canada,GDPEMP,1978-Q4,71.66178
Canada,GDPEMP,1979-Q1,71.48917
Canada,GDPEMP,1979-Q2,71.73495
Canada,GDPEMP,1979-Q3,71.40111
Canada,GDPEMP,1979-Q4,71.1959
Canada,GDPEMP,1980-Q1,71.31054
Canada,GDPEMP,1980-Q2,71.09795
Canada,GDPEMP,1980-Q3,70.62825
Canada,GDPEMP,1980-Q4,70.76188
Canada,GDPEMP,1981-Q1,71.39067
Canada,GDPEMP,1981-Q2,71.60153
Canada,GDPEMP,1981-Q3,70.99593
Canada,GDPEMP,1981-Q4,71.06902
Canada,GDPEMP,1982-Q1,70.91524
Canada,GDPEMP,1982-Q2,71.10493
Canada,GDPEMP,1982-Q3,71.56213
Canada,GDPEMP,1982-Q4,71.365
Canada,GDPEMP,1983-Q1,72.15449
Canada,GDPEMP,1983-Q2,72.65607
Canada,GDPEMP,1983-Q3,72.44268
Canada,GDPEMP,1983-Q4,73.04017
Canada,GDPEMP,1984-Q1,74.15983
Canada,GDPEMP,1984-Q2,75.19571
Canada,GDPEMP,1984-Q3,74.80723
Canada,GDPEMP,1984-Q4,75.68737
Canada,GDPEMP,1985-Q1,76.15937
Canada,GDPEMP,1985-Q2,75.76171
Canada,GDPEMP,1985-Q3,76.05868
Canada,GDPEMP,1985-Q4,76.52743
Canada,GDPEMP,1986-Q1,75.81638
Canada,GDPEMP,1986-Q2,75.71313
Canada,GDPEMP,1986-Q3,75.65111
Canada,GDPEMP,1986-Q4,74.80428
Canada,GDPEMP,1987-Q1,76.12537
Canada,GDPEMP,1987-Q2,76.22313
Canada,GDPEMP,1987-Q3,76.74391
Canada,GDPEMP,1987-Q4,76.81203
Canada,GDPEMP,1988-Q1,77.27945
Canada,GDPEMP,1988-Q2,77.66464
Canada,GDPEMP,1988-Q3,77.45068
Canada,GDPEMP,1988-Q4,77.48354
Canada,GDPEMP,1989-Q1,77.50909
Canada,GDPEMP,1989-Q2,77.68999
Canada,GDPEMP,1989-Q3,77.69707
Canada,GDPEMP,1989-Q4,77.29965
Canada,GDPEMP,1990-Q1,77.64375
Canada,GDPEMP,1990-Q2,77.30235
Canada,GDPEMP,1990-Q3,76.89328
Canada,GDPEMP,1990-Q4,76.88171
Canada,GDPEMP,1991-Q1,76.58318
Canada,GDPEMP,1991-Q2,76.81445
Canada,GDPEMP,1991-Q3,76.94221
Canada,GDPEMP,1991-Q4,77.29667
Canada,GDPEMP,1992-Q1,77.73087
Canada,GDPEMP,1992-Q2,78.06725
Canada,GDPEMP,1992-Q3,78.61054
Canada,GDPEMP,1992-Q4,79.03071
Canada,GDPEMP,1993-Q1,79.20187
Canada,GDPEMP,1993-Q2,79.95293
Canada,GDPEMP,1993-Q3,80.39527
Canada,GDPEMP,1993-Q4,80.50999
Canada,GDPEMP,1994-Q1,81.42902
Canada,GDPEMP,1994-Q2,81.93958
Canada,GDPEMP,1994-Q3,82.15576
Canada,GDPEMP,1994-Q4,82.16185
Canada,GDPEMP,1995-Q1,82.60756
Canada,GDPEMP,1995-Q2,82.66215
Canada,GDPEMP,1995-Q3,82.57086
Canada,GDPEMP,1995-Q4,82.67788
Canada,GDPEMP,1996-Q1,82.52503
Canada,GDPEMP,1996-Q2,82.92357
Canada,GDPEMP,1996-Q3,83.47734
Canada,GDPEMP,1996-Q4,84.12076
Canada,GDPEMP,1997-Q1,84.56877
Canada,GDPEMP,1997-Q2,84.98807
Canada,GDPEMP,1997-Q3,85.06403
Canada,GDPEMP,1997-Q4,85.42905
Canada,GDPEMP,1998-Q1,86.30059
Canada,GDPEMP,1998-Q2,85.83619
Canada,GDPEMP,1998-Q3,85.94366
Canada,GDPEMP,1998-Q4,86.59219
Canada,GDPEMP,1999-Q1,87.62647
Canada,GDPEMP,1999-Q2,87.88328
Canada,GDPEMP,1999-Q3,88.6123
Canada,GDPEMP,1999-Q4,89.19924
Canada,GDPEMP,2000-Q1,89.88178
Canada,GDPEMP,2000-Q2,90.56213
Canada,GDPEMP,2000-Q3,91.22838
Canada,GDPEMP,2000-Q4,90.80698
Canada,GDPEMP,2001-Q1,91.23575
Canada,GDPEMP,2001-Q2,91.26932
Canada,GDPEMP,2001-Q3,91.04942
Canada,GDPEMP,2001-Q4,91.4626
Canada,GDPEMP,2002-Q1,92.28773
Canada,GDPEMP,2002-Q2,91.83277
Canada,GDPEMP,2002-Q3,91.69931
Canada,GDPEMP,2002-Q4,91.65726
Canada,GDPEMP,2003-Q1,91.48808
Canada,GDPEMP,2003-Q2,91.27808
Canada,GDPEMP,2003-Q3,91.29374
Canada,GDPEMP,2003-Q4,91.20833
Canada,GDPEMP,2004-Q1,91.57401
Canada,GDPEMP,2004-Q2,92.22279
Canada,GDPEMP,2004-Q3,93.01212
Canada,GDPEMP,2004-Q4,93.37362
Canada,GDPEMP,2005-Q1,93.49251
Canada,GDPEMP,2005-Q2,93.92776
Canada,GDPEMP,2005-Q3,94.57565
Canada,GDPEMP,2005-Q4,95.15356
Canada,GDPEMP,2006-Q1,95.50375
Canada,GDPEMP,2006-Q2,94.84189
Canada,GDPEMP,2006-Q3,94.9591
Canada,GDPEMP,2006-Q4,94.98977
Canada,GDPEMP,2007-Q1,94.84605
Canada,GDPEMP,2007-Q2,95.46995
Canada,GDPEMP,2007-Q3,95.10396
Canada,GDPEMP,2007-Q4,94.76743
Canada,GDPEMP,2008-Q1,94.49702
Canada,GDPEMP,2008-Q2,94.70213
Canada,GDPEMP,2008-Q3,95.38374
Canada,GDPEMP,2008-Q4,94.24557
Canada,GDPEMP,2009-Q1,93.299
Canada,GDPEMP,2009-Q2,92.64996
Canada,GDPEMP,2009-Q3,93.14005
Canada,GDPEMP,2009-Q4,93.78792
Canada,GDPEMP,2010-Q1,94.65923
Canada,GDPEMP,2010-Q2,94.43853
